Symbol,Timeframe,Price,MA50,MA150,MA200,MA200 slope %,52W High,52W Low,% Above 52W Low,% Below 52W High,RS Rating,Score,TradingView,P > MA50,P > MA150,P > MA200,MA50 > MA150,MA150 > MA200,MA200 Rising,25% Above 52W Low,Within 25% 52W High,RS > Threshold
APLLTD,4h,865.0,826.2650012207031,814.1640006510416,799.2472494506836,1.5057317921676638,983.3745824758901,626.4825498908483,38.07248105325654,13.684922829582668,57.49999999999999,8,https://www.tradingview.com/symbols/APLLTD/?exchange=NSE,True,True,True,True,True,True,True,True,False
TEXRAIL,4h,125.5,114.12059967041016,111.80879989624023,111.2162000656128,1.901626938012413,142.93391772426418,77.55295586446476,61.82490867186259,13.89156790778021,56.94444444444444,8,https://www.tradingview.com/symbols/TEXRAIL/?exchange=NSE,True,True,True,True,True,True,True,True,False
INDHOTEL,4h,726.7999877929688,724.7290026855469,724.6430004882812,707.7572503662109,1.880248990963107,757.4000244140625,562.4948988120375,29.210058496163406,4.210241763213984,56.111111111111114,8,https://www.tradingview.com/symbols/INDHOTEL/?exchange=NSE,True,True,True,True,True,True,True,True,False
AARTIDRUGS,4h,426.79998779296875,426.3839984130859,408.83466654459636,401.75574981689454,2.4721121557172543,531.1493690336815,318.95001220703125,33.81406849294359,24.449246538247404,53.05555555555556,8,https://www.tradingview.com/symbols/AARTIDRUGS/?exchange=NSE,True,True,True,True,True,True,True,True,False
HFCL,4h,211.89999389648438,230.0565985107422,215.28026570638022,201.90609909057616,11.310306968501926,256.46045809851773,59.764173305578176,254.56023596783592,21.0290068360274,99.30555555555556,7,https://www.tradingview.com/symbols/HFCL/?exchange=NSE,False,False,True,True,True,True,True,True,True
ACUTAAS,4h,3272.5,3270.4780126953124,3313.1513330078124,3224.4270007324217,4.5277642417870245,3737.2044731885353,1301.0268289605388,151.53209197189105,14.20028947864127,97.22222222222221,7,https://www.tradingview.com/symbols/ACUTAAS/?exchange=NSE,True,False,True,False,True,True,True,True,True
BALAMINES,4h,2189.60009765625,2295.9399951171877,2207.534670410156,2102.8200024414064,8.983696962606103,2629.800048828125,963.3273935013657,127.2955292694213,20.104125481318057,94.30555555555556,7,https://www.tradingview.com/symbols/BALAMINES/?exchange=NSE,False,False,True,True,True,True,True,True,True
DATAPATTNS,4h,4418.0,4597.114013671875,4516.564016927084,4405.154012451172,3.094758934403008,5000.0,2126.3648658097904,107.77243224047903,13.173381620642832,90.0,7,https://www.tradingview.com/symbols/DATAPATTNS/?exchange=NSE,False,False,True,True,True,True,True,True,True
APOLLO,4h,396.5,393.15300048828124,399.2099997965495,390.94599975585936,5.268982477791195,466.21327810672074,179.38966604060064,121.02722456167653,17.582163456928313,85.13888888888889,7,https://www.tradingview.com/symbols/APOLLO/?exchange=NSE,True,False,True,False,True,True,True,True,True
LLOYDSME,4h,1838.0,1823.6299975585937,1856.8000032552084,1831.1285015869141,1.5167118938266055,2125.0,1042.2770517704853,76.34466736822456,15.614798694232856,82.63888888888889,7,https://www.tradingview.com/symbols/LLOYDSME/?exchange=NSE,True,False,True,False,True,True,True,True,True
NAM-INDIA,4h,1157.0,1176.7120043945313,1173.1193367513022,1151.4770025634766,2.3104725281563487,1269.5,787.2052851605498,46.97563924053569,9.723422644770952,79.72222222222223,7,https://www.tradingview.com/symbols/NAM-INDIA/?exchange=NSE,False,False,True,True,True,True,True,True,True
UJJIVANSFB,4h,64.70999908447266,65.99120063781739,65.21660008748373,62.7924001121521,1.582566648942474,73.94000244140625,43.849998474121094,47.57126872572752,14.263643157968087,79.44444444444444,7,https://www.tradingview.com/symbols/UJJIVANSFB/?exchange=NSE,False,False,True,True,True,True,True,True,True
SAIL,4h,185.0,185.06999938964844,175.3314000447591,180.0951000213623,0.5891971028920251,209.6999969482422,124.0,49.193548387096776,13.351349701752536,79.30555555555556,7,https://www.tradingview.com/symbols/SAIL/?exchange=NSE,False,True,True,True,False,True,True,True,True
ABCAPITAL,4h,390.0,399.9499987792969,397.5826666259766,386.86024948120115,2.26336126182054,430.70001220703125,277.70001220703125,40.43931683706472,10.435900565905442,76.11111111111111,7,https://www.tradingview.com/symbols/ABCAPITAL/?exchange=NSE,False,False,True,True,True,True,True,True,True
PNBHOUSING,4h,1094.9000244140625,1151.0880004882813,1103.962003580729,1088.5270022583009,2.6695785133122207,1211.5,723.9501950006703,51.23968913538985,10.649371904830861,75.27777777777777,7,https://www.tradingview.com/symbols/PNBHOUSING/?exchange=NSE,False,False,True,True,True,True,True,True,True
ADANIPORTS,4h,1788.0,1727.957998046875,1758.783331705729,1765.4395001220703,1.5220783434323204,1891.0999755859375,1286.5777387006826,38.97333571197219,5.766217873933854,74.02777777777779,7,https://www.tradingview.com/symbols/ADANIPORTS/?exchange=NSE,True,True,True,False,False,True,True,True,True
AXISCADES,4h,1895.699951171875,1753.6899926757812,1682.5039982096355,1754.3784991455077,-0.5668001556312641,2211.0,1063.300048828125,78.28457294449929,16.632381545044318,73.88888888888889,7,https://www.tradingview.com/symbols/AXISCADES/?exchange=NSE,True,True,True,True,False,False,True,True,True
SUDARSCHEM,4h,1226.800048828125,1237.2080053710938,1080.0893355305989,1039.243250427246,6.1330603627470115,1595.8711433648984,723.169537946061,69.64210803354223,30.084046286868094,72.5,7,https://www.tradingview.com/symbols/SUDARSCHEM/?exchange=NSE,False,True,True,True,True,True,True,False,True
EXIDEIND,4h,423.6499938964844,430.4159997558594,430.187666015625,414.54799942016604,3.262865695066708,496.3999938964844,285.6312149356571,48.32062174714278,17.172194275488618,70.69444444444444,7,https://www.tradingview.com/symbols/EXIDEIND/?exchange=NSE,False,False,True,True,True,True,True,True,True
IKS,4h,1815.800048828125,1783.7440014648437,1790.1766658528645,1757.269497680664,2.629169834904488,1970.0,1262.0,43.88272970111926,8.492121765906546,69.72222222222221,7,https://www.tradingview.com/symbols/IKS/?exchange=NSE,True,True,True,False,True,True,True,True,False
PHOENIXLTD,4h,1978.4000244140625,1917.1260009765624,1948.60533203125,1902.6375,1.2039608184582828,2166.9299087704976,1463.661338687736,35.16788153930621,9.529411748378426,69.02777777777777,7,https://www.tradingview.com/symbols/PHOENIXLTD/?exchange=NSE,True,True,True,False,True,True,True,True,False
ELLEN,4h,369.1000061035156,344.17000061035156,304.74266693115237,296.95950035095217,5.65485332147464,520.7000122070312,175.0,110.91428920200892,41.07288095275696,68.61111111111111,7,https://www.tradingview.com/symbols/ELLEN/?exchange=NSE,True,True,True,True,True,True,True,False,False
GLENMARK,4h,2380.0,2432.091982421875,2298.863328450521,2297.172497558594,1.0064488280227435,2535.0776323504288,1790.8181412412814,32.900150226886524,6.515866905480205,68.47222222222223,7,https://www.tradingview.com/symbols/GLENMARK/?exchange=NSE,False,True,True,True,True,True,True,True,False
KPIL,4h,1385.0999755859375,1405.9160009765626,1361.403330078125,1339.2664965820313,2.1819399280729845,1468.0,999.0966928066694,38.635227757075754,5.985129295738623,67.5,7,https://www.tradingview.com/symbols/KPIL/?exchange=NSE,False,True,True,True,True,True,True,True,False
INDIGOPNTS,4h,1128.5999755859375,1135.3160009765625,1091.85,1061.4312490844727,4.401781569667551,1340.211918083566,705.057642497368,60.07201504664928,18.749951007908304,67.36111111111111,7,https://www.tradingview.com/symbols/INDIGOPNTS/?exchange=NSE,False,True,True,True,True,True,True,True,False
KRBL,4h,397.79998779296875,416.48999938964846,385.8003326416016,377.344249420166,2.3799253491462835,447.6467343412539,271.52423694470116,46.506253831765676,12.53060534889392,67.22222222222223,7,https://www.tradingview.com/symbols/KRBL/?exchange=NSE,False,True,True,True,True,True,True,True,False
GLAXO,4h,2807.5,2919.445986328125,2633.4806624348957,2554.266994628906,3.1024164230573748,3120.699951171875,2088.10009765625,34.45236668257559,11.155830852070348,66.38888888888889,7,https://www.tradingview.com/symbols/GLAXO/?exchange=NSE,False,True,True,True,True,True,True,True,False
AVL,4h,619.5,608.205,618.5560005696615,598.816499633789,2.846536090045637,703.5025243881884,435.6227250181752,42.21021182358038,13.559729521902874,66.25,7,https://www.tradingview.com/symbols/AVL/?exchange=NSE,True,True,True,False,True,True,True,True,False
KAJARIACER,4h,1218.0999755859375,1223.1099926757813,1208.9359985351562,1176.8599993896485,0.7445237000404559,1278.9528521893533,865.2617122743181,40.77821291597348,4.995721026440703,65.97222222222221,7,https://www.tradingview.com/symbols/KAJARIACER/?exchange=NSE,False,True,True,True,True,True,True,True,False
CASTROLIND,4h,201.58999633789062,189.5464001464844,187.09813303629556,186.1337996673584,0.7762312399878235,202.10000610351562,164.60383017436243,22.469808949372137,0.2529935884170387,65.0,7,https://www.tradingview.com/symbols/CASTROLIND/?exchange=NSE,True,True,True,True,True,True,False,True,False
HCG,4h,698.6500244140625,703.8490014648437,676.417666422526,665.9929998779297,3.20156794346369,804.6500244140625,513.2999877929688,36.10949562224648,15.17211712529447,64.86111111111111,7,https://www.tradingview.com/symbols/HCG/?exchange=NSE,False,True,True,True,True,True,True,True,False
HAL,4h,4800.0,4853.144013671875,4668.29,4605.908000488282,1.889404882721002,5149.89990234375,3472.0644756594256,38.24628066817131,7.289581298828129,63.74999999999999,7,https://www.tradingview.com/symbols/HAL/?exchange=NSE,False,True,True,True,True,True,True,True,False
CONCORDBIO,4h,1450.800048828125,1489.8600073242187,1398.5380013020833,1340.2604998779298,5.138179004515542,1657.674495573315,981.1254498447715,47.87100355593292,14.259335524029758,63.33333333333333,7,https://www.tradingview.com/symbols/CONCORDBIO/?exchange=NSE,False,True,True,True,True,True,True,True,False
SMARTWORKS,4h,529.9000244140625,536.9350073242188,497.3900016276042,484.62725128173827,3.7318686725700934,619.0,361.5,46.583685868343714,16.814487918633315,61.66666666666667,7,https://www.tradingview.com/symbols/SMARTWORKS/?exchange=NSE,False,True,True,True,True,True,True,True,False
JUBLPHARMA,4h,1075.699951171875,969.4919995117187,961.8796675618489,968.3500003051757,1.5343657939682176,1178.6978642896322,782.0015188448107,37.55727134148306,9.574966793068128,61.111111111111114,7,https://www.tradingview.com/symbols/JUBLPHARMA/?exchange=NSE,True,True,True,True,False,True,True,True,False
PNB,4h,116.5999984741211,116.51080001831055,112.19126668294271,110.4038500213623,0.7184606765639812,131.33111679644097,95.71672519141161,21.817789149124888,12.633892380015244,60.0,7,https://www.tradingview.com/symbols/PNB/?exchange=NSE,True,True,True,True,True,True,False,True,False
NAUKRI,4h,1254.800048828125,1301.4499975585939,1208.3060001627605,1148.5360003662108,3.9897397808627666,1409.9440640081355,905.5050975494345,38.574598003256554,12.364042807051344,58.75,7,https://www.tradingview.com/symbols/NAUKRI/?exchange=NSE,False,True,True,True,True,True,True,True,False
MANKIND,4h,2474.89990234375,2361.4039990234373,2439.9813411458335,2434.794504394531,1.0564507448490357,2642.0,1909.699951171875,29.59626986559034,6.751792163311521,58.05555555555556,7,https://www.tradingview.com/symbols/MANKIND/?exchange=NSE,True,True,True,False,True,True,True,True,False
LTFOODS,4h,422.3500061035156,437.1990002441406,407.82399861653647,406.06974853515624,0.5501451896750442,489.53692311570376,331.46884023524086,27.417710154528272,15.907876415590948,57.77777777777777,7,https://www.tradingview.com/symbols/LTFOODS/?exchange=NSE,False,True,True,True,True,True,True,True,False
PERSISTENT,4h,5372.0,5544.24,5264.757327473958,5208.513493652344,1.1235293282737535,6552.654707500795,4229.809203861739,27.003364480257442,21.97793573158591,57.638888888888886,7,https://www.tradingview.com/symbols/PERSISTENT/?exchange=NSE,False,True,True,True,True,True,True,True,False
LICHSGFIN,4h,566.0,545.0160028076172,538.777333984375,542.4005010986328,0.4034925284257751,586.4255760885916,449.86740023054796,25.81485115612654,3.608759026252928,56.388888888888886,7,https://www.tradingview.com/symbols/LICHSGFIN/?exchange=NSE,True,True,True,True,False,True,True,True,False
AIIL,4h,559.5999755859375,541.0010015869141,541.1296671549479,527.0872502136231,2.160571098459574,683.0,400.0,39.899993896484375,22.051470657205563,55.69444444444444,7,https://www.tradingview.com/symbols/AIIL/?exchange=NSE,True,True,True,False,True,True,True,True,False
HERITGFOOD,4h,406.5,392.12599853515627,355.67733194986977,350.02649917602537,2.135714790212395,514.5629873930291,290.35662689794395,40.000248777817184,26.58376073629252,54.44444444444444,7,https://www.tradingview.com/symbols/HERITGFOOD/?exchange=NSE,True,True,True,True,True,True,True,False,False
WESTLIFE,4h,573.2999877929688,560.602998046875,524.9960005696614,509.74375045776367,2.7910712551769024,763.2721271776468,398.1246588021791,44.00012034367131,33.13660272626435,53.61111111111111,7,https://www.tradingview.com/symbols/WESTLIFE/?exchange=NSE,True,True,True,True,True,True,True,False,False
CHALET,4h,879.0,884.202998046875,842.7540002441406,826.6820013427734,2.0299991841846055,1016.809549498192,690.5603579956495,27.287932158645244,15.677991979316497,52.361111111111114,7,https://www.tradingview.com/symbols/CHALET/?exchange=NSE,False,True,True,True,True,True,True,True,False
POONAWALLA,4h,460.8500061035156,462.4599987792969,459.8496659342448,446.9432496643066,1.4875375104986377,570.4000244140625,361.20001220703125,27.588590954799685,23.77129583588198,52.083333333333336,7,https://www.tradingview.com/symbols/POONAWALLA/?exchange=NSE,False,True,True,True,True,True,True,True,False
POLYMED,4h,1720.5,1728.0319921875,1695.2639982096355,1643.566498413086,2.435701949878011,2090.02010392206,1179.584393160086,45.85645672971399,21.477483517701845,51.388888888888886,7,https://www.tradingview.com/symbols/POLYMED/?exchange=NSE,False,True,True,True,True,True,True,True,False
COHANCE,4h,458.70001220703125,450.45799926757815,442.85166625976564,442.32400009155276,1.7726414582270866,917.8499755859375,266.70001220703125,71.99099782978493,100.09809268800977,25.13888888888889,7,https://www.tradingview.com/symbols/COHANCE/?exchange=NSE,True,True,True,True,True,True,True,False,False
GRWRHITECH,4h,6655.0,6875.83,6896.28,6567.978999023438,7.365381871495669,7975.480119830348,2685.810234604558,147.7837009575563,19.841925166496587,97.5,6,https://www.tradingview.com/symbols/GRWRHITECH/?exchange=NSE,False,False,True,False,True,True,True,True,True
ASTRAMICRO,4h,1624.0,1667.116005859375,1705.802001953125,1590.9384997558593,6.260015560102228,1957.2277658555508,849.7963206864241,91.1046165377854,20.51895109947972,90.41666666666667,6,https://www.tradingview.com/symbols/ASTRAMICRO/?exchange=NSE,False,False,True,False,True,True,True,True,True
HSCL,4h,679.5,666.3089990234375,700.86,679.9014996337891,3.300080147631146,819.5,417.9330556788151,62.58584736647421,20.603384841795446,86.66666666666667,6,https://www.tradingview.com/symbols/HSCL/?exchange=NSE,True,False,False,False,True,True,True,True,True
BHARATFORG,4h,2008.0,1991.8179956054687,2077.8420011393227,2040.521499633789,0.8519066279954579,2295.0,1174.091384580817,71.02586956780297,14.292828685258963,86.11111111111111,6,https://www.tradingview.com/symbols/BHARATFORG/?exchange=NSE,True,False,False,False,True,True,True,True,True
FEDERALBNK,4h,322.0,342.30499877929685,340.8529998779297,328.7092495727539,2.4151950738110273,370.4344787597656,188.40633889864634,70.90720083108282,15.041763589989321,84.72222222222221,6,https://www.tradingview.com/symbols/FEDERALBNK/?exchange=NSE,False,False,False,True,True,True,True,True,True
OFSS,4h,10770.0,11655.96,11239.276666666667,10840.035,4.75024901054093,12540.0,6060.863819699785,77.69744248326427,16.434540389972142,82.22222222222221,6,https://www.tradingview.com/symbols/OFSS/?exchange=NSE,False,False,False,True,True,True,True,True,True
GESHIP,4h,1500.0,1385.1319946289063,1389.223995768229,1428.9114959716796,-0.35870296857773987,1766.7331887612222,941.3310566553616,59.34882732220075,17.78221258408148,81.38888888888889,6,https://www.tradingview.com/symbols/GESHIP/?exchange=NSE,True,True,True,False,False,False,True,True,True
ABB,4h,7052.5,7328.78,7291.04,7171.9575,0.1456393206616946,7832.294844565128,4564.870705303207,54.49506580343684,11.05699885948428,79.02777777777777,6,https://www.tradingview.com/symbols/ABB/?exchange=NSE,False,False,False,True,True,True,True,True,True
GRINDWELL,4h,1972.699951171875,1963.1240087890626,2044.44333984375,1997.9515057373046,2.8722283660291392,2455.0,1316.5038257707065,49.843844928974576,24.448728177927737,76.25,6,https://www.tradingview.com/symbols/GRINDWELL/?exchange=NSE,True,False,False,False,True,True,True,True,True
AARTIIND,4h,488.0,506.0910040283203,494.4533345540365,488.42375091552736,0.941579605788867,550.655353408149,337.3793264159987,44.64431036247951,12.839211763964965,75.97222222222221,6,https://www.tradingview.com/symbols/AARTIIND/?exchange=NSE,False,False,False,True,True,True,True,True,True
AUBANK,4h,1018.0,1064.2479943847657,1050.3946634928386,1035.1342477416993,0.5304845614645171,1144.0999755859375,718.3523818731599,41.713179448989315,12.38703100058325,71.80555555555556,6,https://www.tradingview.com/symbols/AUBANK/?exchange=NSE,False,False,False,True,True,True,True,True,True
PRUDENT,4h,3097.89990234375,3346.2280078125,3171.2886686197917,3059.4284997558593,3.332452400935293,4105.5,2118.407683707669,46.23719155520427,32.52526322409381,71.52777777777779,6,https://www.tradingview.com/symbols/PRUDENT/?exchange=NSE,False,False,True,True,True,True,True,False,True
MANAPPURAM,4h,334.0,334.56299865722656,337.74299967447917,331.5057501220703,2.0875228450354166,380.45671483079525,244.06078978586396,36.85115101571523,13.90919605712433,70.41666666666667,6,https://www.tradingview.com/symbols/MANAPPURAM/?exchange=NSE,False,False,True,False,True,True,True,True,True
MINDACORP,4h,681.0,698.2369958496093,694.7036653645833,664.6749983215332,4.34478858214451,769.0,467.97365403461544,45.521012588804254,12.922173274596172,69.58333333333333,6,https://www.tradingview.com/symbols/MINDACORP/?exchange=NSE,False,False,True,True,True,True,True,True,False
VMART,4h,760.0999755859375,816.747998046875,787.4713326009114,755.5489996337891,4.003460550558735,886.8128854091074,457.2878261718021,66.21915828136859,16.67055833352591,67.63888888888889,6,https://www.tradingview.com/symbols/VMART/?exchange=NSE,False,False,True,True,True,True,True,True,False
GRASIM,4h,3191.0,3252.0219921875,3198.2313248697915,3159.4409985351563,2.4821447205093605,3411.10009765625,2494.7282248871606,27.909724520967917,6.897527347422439,66.80555555555556,6,https://www.tradingview.com/symbols/GRASIM/?exchange=NSE,False,False,True,True,True,True,True,True,False
TVSSCS,4h,130.25999450683594,129.61859970092775,132.4153328959147,129.01214973449706,2.001451520470532,146.5,90.31999969482422,44.22054356395273,12.467377689250391,65.69444444444444,6,https://www.tradingview.com/symbols/TVSSCS/?exchange=NSE,True,False,True,False,True,True,True,True,False
EPL,4h,237.5500030517578,246.25880004882814,238.5210664876302,233.81274978637694,0.8568264642974555,274.0299987792969,176.39999389648438,34.66553926932543,15.356765000584204,64.02777777777777,6,https://www.tradingview.com/symbols/EPL/?exchange=NSE,False,False,True,True,True,True,True,True,False
TECHM,4h,1548.0,1572.3420043945312,1542.5733349609375,1520.7250018310547,1.1528926220974567,1807.040094106148,1271.0685229802766,21.78729722378787,16.73385620840748,63.19444444444444,6,https://www.tradingview.com/symbols/TECHM/?exchange=NSE,False,True,True,True,True,True,False,True,False
BLUEJET,4h,570.0,578.1419995117187,571.2856675211589,543.188000793457,4.656064649907066,691.4547089915617,324.3221064393442,75.75120187084849,21.30784368273011,62.5,6,https://www.tradingview.com/symbols/BLUEJET/?exchange=NSE,False,False,True,True,True,True,True,True,False
ALKYLAMINE,4h,1847.699951171875,1950.5980029296875,1881.391337076823,1844.7565032958985,3.9473950760376963,2115.0,1205.1967651271746,53.31106128358238,14.466637218807854,62.361111111111114,6,https://www.tradingview.com/symbols/ALKYLAMINE/?exchange=NSE,False,False,True,True,True,True,True,True,False
KPRMILL,4h,1106.4000244140625,1135.5200024414062,1117.1106673177082,1081.381749572754,3.3737809621054105,1331.0754095910231,794.3546009216013,39.282887407013135,20.306885413885123,62.22222222222222,6,https://www.tradingview.com/symbols/KPRMILL/?exchange=NSE,False,False,True,True,True,True,True,True,False
AGARWALEYE,4h,500.0,503.63100158691407,491.721333211263,484.18375,1.9884411654965461,568.0,401.0,24.68827930174564,13.59999999999999,61.94444444444444,6,https://www.tradingview.com/symbols/AGARWALEYE/?exchange=NSE,False,True,True,True,True,True,False,True,False
ASAHIINDIA,4h,957.0,958.9660021972657,913.1819991048177,899.1104986572266,2.1009892686844056,1071.7996569938532,773.5120327669628,23.721410845630242,11.995784429869726,60.83333333333333,6,https://www.tradingview.com/symbols/ASAHIINDIA/?exchange=NSE,False,True,True,True,True,True,False,True,False
PETRONET,4h,286.5,288.7090032958984,282.841001180013,280.2807507324219,0.691579447561641,322.6775170144611,232.6659092397909,23.13793668187394,12.627405589689733,60.27777777777777,6,https://www.tradingview.com/symbols/PETRONET/?exchange=NSE,False,True,True,True,True,True,False,True,False
GPPL,4h,162.5,163.97539947509765,156.71526662190755,156.39619995117187,0.6327664389502274,194.17086460013374,137.3626328109463,18.30000392002571,19.489762830851532,59.86111111111111,6,https://www.tradingview.com/symbols/GPPL/?exchange=NSE,False,True,True,True,True,True,False,True,False
MANYAVAR,4h,526.4500122070312,553.7779992675781,475.13533284505206,462.0267495727539,4.634152792100976,715.4154766283395,324.51227449559855,62.22807381486941,35.894284365026465,59.166666666666664,6,https://www.tradingview.com/symbols/MANYAVAR/?exchange=NSE,False,True,True,True,True,True,True,False,False
CRISIL,4h,4520.0,4641.41201171875,4380.994671223958,4293.6955053710935,1.593924005927727,5005.771184298104,3669.9050085491053,23.163950823538592,10.747150095090795,58.47222222222223,6,https://www.tradingview.com/symbols/CRISIL/?exchange=NSE,False,True,True,True,True,True,False,True,False
ECLERX,4h,1890.0999755859375,1921.937998046875,1755.0006713867188,1696.6510052490235,4.359264036601185,2496.1160957516863,1319.2685842580436,43.26877772572213,32.062648960030906,58.333333333333336,6,https://www.tradingview.com/symbols/ECLERX/?exchange=NSE,False,True,True,True,True,True,True,False,False
HEROMOTOCO,4h,5360.0,5399.43,5259.159326171875,5194.544992675781,0.43974030393092445,6175.521739453033,4603.781580166306,16.426027313971225,15.214957825616281,56.52777777777778,6,https://www.tradingview.com/symbols/HEROMOTOCO/?exchange=NSE,False,True,True,True,True,True,False,True,False
PNGJL,4h,617.0,603.74,600.7893326822916,595.0964990234374,-1.5830161212717964,736.4000244140625,503.0,22.664015904572565,19.351705739718405,55.27777777777778,6,https://www.tradingview.com/symbols/PNGJL/?exchange=NSE,True,True,True,True,True,False,False,True,False
UNOMINDA,4h,1218.0,1239.2819995117188,1189.3860001627604,1167.9895001220702,1.6598202168669696,1378.852549646065,992.4616833454146,22.72514097414171,13.20628486420894,53.75,6,https://www.tradingview.com/symbols/UNOMINDA/?exchange=NSE,False,True,True,True,True,True,False,True,False
SAGILITY,4h,44.689998626708984,45.34399993896484,42.91779993693034,42.610099983215335,1.3623582005594992,57.700033807096844,35.748125066049155,25.01354558914235,29.111737704579866,53.19444444444444,6,https://www.tradingview.com/symbols/SAGILITY/?exchange=NSE,False,True,True,True,True,True,True,False,False
KOTAKBANK,4h,404.0,415.37300170898436,399.4046677652995,395.20850112915036,1.6296525787848015,452.4189269358333,344.9045390549985,17.133860025999283,11.984882904909245,52.77777777777778,6,https://www.tradingview.com/symbols/KOTAKBANK/?exchange=NSE,False,True,True,True,True,True,False,True,False
JUSTDIAL,4h,672.2000122070312,678.7489965820313,655.1586661783854,623.223249206543,3.7305916567428987,878.5999755859375,480.5,39.8959442678525,30.705141272049996,52.63888888888889,6,https://www.tradingview.com/symbols/JUSTDIAL/?exchange=NSE,False,True,True,True,True,True,True,False,False
DEVYANI,4h,135.0,140.62440002441406,126.36973358154297,123.60365013122559,3.6346082615929864,178.22000122070312,91.55000305175781,47.460399235243855,32.01481571903935,52.5,6,https://www.tradingview.com/symbols/DEVYANI/?exchange=NSE,False,True,True,True,True,True,True,False,False
PARADEEP,4h,155.63999938964844,156.10919982910156,146.28833323160808,141.00264995574952,3.231941029341834,200.0165475038783,98.72591600991848,57.648574639724885,28.51230293514209,51.94444444444445,6,https://www.tradingview.com/symbols/PARADEEP/?exchange=NSE,False,True,True,True,True,True,True,False,False
JSL,4h,747.0,732.6530017089843,723.057333984375,722.5845007324219,-0.7696490210425733,879.2203373423794,649.5262533837296,15.00689866013538,17.700179028430973,50.27777777777778,6,https://www.tradingview.com/symbols/JSL/?exchange=NSE,True,True,True,True,True,False,False,True,False
BRIGADE,4h,596.9000244140625,642.8790002441406,582.1970013427734,564.9050637817382,1.8232582175798928,799.2478861619728,449.19622544946475,32.881798776649475,33.899791166291514,50.138888888888886,6,https://www.tradingview.com/symbols/BRIGADE/?exchange=NSE,False,True,True,True,True,True,True,False,False
BLACKBUCK,4h,599.7000122070312,600.4069995117187,574.7069986979167,563.1834980773925,0.327159537902455,748.0,496.0,20.907260525611136,24.729028643369766,49.30555555555556,6,https://www.tradingview.com/symbols/BLACKBUCK/?exchange=NSE,False,True,True,True,True,True,False,True,False
BAJAJHLDNG,4h,10940.0,11192.74,10963.833333333334,10812.67,1.3223945912262058,13024.741318443412,8433.723545663051,29.717318107086555,19.05613636602752,49.166666666666664,6,https://www.tradingview.com/symbols/BAJAJHLDNG/?exchange=NSE,False,False,True,True,True,True,True,True,False
SAPPHIRE,4h,223.61000061035156,232.54020080566406,206.523400777181,199.80240058898926,4.314103751209308,313.0,139.91000366210938,59.82416893532678,39.97585042961192,48.888888888888886,6,https://www.tradingview.com/symbols/SAPPHIRE/?exchange=NSE,False,True,True,True,True,True,True,False,False
TSFINV,4h,456.8500061035156,427.2890008544922,433.6933337402344,426.1850003051758,1.2731471011685702,684.5682054144123,328.50158671142503,39.07086741253379,49.84528757110249,48.61111111111111,6,https://www.tradingview.com/symbols/TSFINV/?exchange=NSE,True,True,True,False,True,True,True,False,False
BECTORFOOD,4h,215.0,231.4607995605469,211.41519978841146,204.02969985961914,2.4737787463615213,278.33899243412714,164.52941938217484,30.675717939896387,29.45999648098936,47.5,6,https://www.tradingview.com/symbols/BECTORFOOD/?exchange=NSE,False,True,True,True,True,True,True,False,False
HYUNDAI,4h,2115.0,2182.0339990234374,2089.3546704101564,2033.72900390625,2.7749394599480004,2740.627560568808,1642.3163104887294,28.781525610654548,29.580499317674125,42.77777777777778,6,https://www.tradingview.com/symbols/HYUNDAI/?exchange=NSE,False,True,True,True,True,True,True,False,False
BALUFORGE,4h,502.1499938964844,557.1460028076172,491.4866668701172,490.6079998779297,1.1719862113791946,677.7972608890275,340.948005664704,47.28051947906393,34.97904393657165,37.638888888888886,6,https://www.tradingview.com/symbols/BALUFORGE/?exchange=NSE,False,True,True,True,True,True,True,False,False
AFFLE,4h,1573.5,1603.0800048828125,1562.8740055338542,1543.6235052490235,1.5841851821299713,2077.0,1251.300048828125,25.749215903381728,31.998728948204636,35.0,6,https://www.tradingview.com/symbols/AFFLE/?exchange=NSE,False,True,True,True,True,True,True,False,False
KIRLOSENG,4h,2137.199951171875,2145.280009765625,2191.6046663411457,2083.49,4.481676287712255,2714.2611782271474,862.2056409078928,147.87589523555283,27.000806674118483,95.83333333333334,5,https://www.tradingview.com/symbols/KIRLOSENG/?exchange=NSE,False,False,True,False,True,True,True,False,True
CEMPRO,4h,1257.199951171875,1268.2160009765626,1329.382001953125,1242.3190008544923,8.33527004755017,1649.199951171875,502.01526853255285,150.43062033686985,31.180402101877647,93.75,5,https://www.tradingview.com/symbols/CEMPRO/?exchange=NSE,False,False,True,False,True,True,True,False,True
SPARC,4h,209.10000610351562,198.38,217.23913279215495,210.89319969177245,4.334240482669505,289.0,108.0,93.61111676251446,38.21137807950594,89.58333333333334,5,https://www.tradingview.com/symbols/SPARC/?exchange=NSE,True,False,False,False,True,True,True,False,True
SCHNEIDER,4h,1209.5,1201.6639990234376,1298.3606705729167,1287.7420037841796,1.149867749962441,1548.0,571.8499755859375,111.50652297583888,27.986771393137655,84.58333333333333,5,https://www.tradingview.com/symbols/SCHNEIDER/?exchange=NSE,True,False,False,False,True,True,True,False,True
