Symbol,Timeframe,Price,MA50,MA150,MA200,MA200 slope %,52W High,52W Low,% Above 52W Low,% Below 52W High,RS Rating,Score,TradingView,P > MA50,P > MA150,P > MA200,MA50 > MA150,MA150 > MA200,MA200 Rising,25% Above 52W Low,Within 25% 52W High,RS > Threshold
ASKAUTOLTD,daily,655.0999755859375,591.6495922851562,488.60981099446616,481.44856002807614,3.5233945739912675,687.7000122070312,373.9332517882958,75.1916879424314,4.97634526576427,86.40776699029125,9,https://www.tradingview.com/symbols/ASKAUTOLTD/?exchange=NSE,True,True,True,True,True,True,True,True,True
BELRISE,daily,241.88999938964844,234.87949920654296,218.36040547688802,206.70997192382814,3.946710255047381,267.55305639788776,142.2460279440868,70.05044210073063,10.609391489104091,86.26907073509015,9,https://www.tradingview.com/symbols/BELRISE/?exchange=NSE,True,True,True,True,True,True,True,True,True
MANORAMA,daily,1923.0,1793.2599731445312,1550.8988142903645,1494.4109759521484,4.9472111777418615,2148.6752714346185,1060.1930872125888,81.38205419315302,11.735583537941686,85.99167822468793,9,https://www.tradingview.com/symbols/MANORAMA/?exchange=NSE,True,True,True,True,True,True,True,True,True
EMCURE,daily,2009.300048828125,1908.0498486328124,1733.5354923502605,1666.5495477294921,3.629514551486279,2100.699951171875,1257.554251234414,59.778398972115745,4.5488428867085595,85.85298196948682,9,https://www.tradingview.com/symbols/EMCURE/?exchange=NSE,True,True,True,True,True,True,True,True,True
SUPRIYA,daily,957.7000122070312,852.0060290527343,780.492138671875,765.7213314819336,1.3229965289282442,1083.7124081428149,544.8526903164613,75.77228289921445,13.157815007790031,85.5755894590846,9,https://www.tradingview.com/symbols/SUPRIYA/?exchange=NSE,True,True,True,True,True,True,True,True,True
PTCIL,daily,22300.0,20210.44,18107.373333333333,18093.31,3.072819673793492,24125.0,14499.0,53.80371060073108,8.18385650224216,85.43689320388349,9,https://www.tradingview.com/symbols/PTCIL/?exchange=NSE,True,True,True,True,True,True,True,True,True
BALRAMCHIN,daily,663.6500244140625,652.0929956054688,561.3649997965495,529.6599993896484,5.1137296544319755,780.9500122070312,393.54998779296875,68.63169736983521,17.674976791650554,85.15950069348128,9,https://www.tradingview.com/symbols/BALRAMCHIN/?exchange=NSE,True,True,True,True,True,True,True,True,True
RBLBANK,daily,402.3999938964844,386.5087127685547,350.5173061116536,339.1530299377441,2.894224986201799,420.3999938964844,260.9244632419414,54.22087637806512,4.473161101645151,85.02080443828017,9,https://www.tradingview.com/symbols/RBLBANK/?exchange=NSE,True,True,True,True,True,True,True,True,True
RKFORGE,daily,716.5,687.4479992675781,600.9361088053386,580.857491607666,3.568469284895359,772.7999877929688,459.4101971519111,55.960839450648535,7.857639608230116,84.32732316227461,9,https://www.tradingview.com/symbols/RKFORGE/?exchange=NSE,True,True,True,True,True,True,True,True,True
CAPLIPOINT,daily,2756.60009765625,2604.8190185546873,2166.4025927734374,2084.977495727539,4.015585426605095,2872.86772399353,1495.027411428422,84.38458563261125,4.217790837203217,84.1886269070735,9,https://www.tradingview.com/symbols/CAPLIPOINT/?exchange=NSE,True,True,True,True,True,True,True,True,True
SHAILY,daily,3265.10009765625,3173.6601953125,2699.342569986979,2572.551025390625,3.1374521494359042,3611.994309186523,1769.3296744445486,84.53881969064207,10.624305569660187,84.0499306518724,9,https://www.tradingview.com/symbols/SHAILY/?exchange=NSE,True,True,True,True,True,True,True,True,True
VOLTAMP,daily,10802.0,10227.9028515625,9670.609352213542,9142.875803222656,3.7704415433504668,12724.746990128295,6594.353209382375,63.80681557413439,17.799916590708165,83.63384188626907,9,https://www.tradingview.com/symbols/VOLTAMP/?exchange=NSE,True,True,True,True,True,True,True,True,True
STAR,daily,1235.0999755859375,1055.3632543945312,1030.789295654297,994.5589389038086,2.0996537178160413,1260.9000244140625,765.0675335548549,61.43672570277505,2.0889036789013993,83.49514563106796,9,https://www.tradingview.com/symbols/STAR/?exchange=NSE,True,True,True,True,True,True,True,True,True
MAHABANK,daily,82.19999694824219,81.3291993713379,77.88049229939779,73.5946468925476,4.1021696034796,94.5,52.24685139086835,57.330049103416435,14.963507917771079,83.35644937586684,9,https://www.tradingview.com/symbols/MAHABANK/?exchange=NSE,True,True,True,True,True,True,True,True,True
PRICOLLTD,daily,756.5,732.7069982910157,627.8353314208985,624.7374995422364,2.9810008975006186,823.0,498.2068341942702,51.84456496335641,8.79048248512888,83.07905686546462,9,https://www.tradingview.com/symbols/PRICOLLTD/?exchange=NSE,True,True,True,True,True,True,True,True,True
